line,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,
11,224,224,224,232,232,224,232,224,232,232,232,224,224,232,224,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,240,240,240,232,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,232,240,232,240,240,240,240,240,240,240,240,240,240,232,240,232,232,232,224,216,208,216,216,200,200,200,192,192,184,208,152,104,104,120,128,144,120,120,64,64,88,96,88,88,80,80,80,80,80,80,80,72,72,80,72,72,64,72,56,48,48,48,
12,224,224,232,224,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,240,232,232,232,232,232,240,232,232,232,232,240,240,232,240,240,240,240,240,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,232,224,224,224,216,208,208,208,200,192,184,216,120,112,128,136,144,152,128,104,96,72,80,96,80,96,88,80,88,80,80,80,80,72,72,72,80,72,72,72,64,56,48,56,56,
13,232,224,224,232,232,232,232,224,232,224,232,232,232,232,232,224,232,232,240,240,232,232,232,240,224,232,232,240,232,232,240,240,232,232,232,232,232,240,240,240,232,232,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,232,232,232,224,224,224,216,216,208,208,192,200,224,128,120,144,128,136,152,136,64,112,80,80,88,64,56,88,88,88,88,80,88,72,80,80,72,80,80,72,72,72,56,56,56,56,48,
14,232,232,224,224,232,232,240,232,232,232,232,232,232,232,224,232,232,232,232,232,224,232,232,232,232,232,232,232,232,232,232,240,232,240,240,232,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,224,216,224,224,216,216,216,216,200,184,136,120,152,144,120,128,152,80,64,104,80,72,56,48,64,64,88,88,88,88,80,80,80,80,80,80,80,80,72,80,56,56,56,56,48,
15,224,232,232,232,232,232,232,232,232,224,224,232,232,232,232,232,232,232,232,232,240,232,232,232,232,240,232,240,232,240,232,232,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,232,232,216,232,224,216,216,208,176,184,160,128,160,160,120,128,152,88,48,56,104,80,64,56,40,56,40,72,88,80,88,88,88,88,80,80,72,80,72,72,72,56,56,56,48,48,
16,232,232,232,232,232,232,232,224,232,232,224,232,240,232,232,232,232,232,232,232,232,232,232,232,240,232,240,232,232,240,232,232,232,240,240,232,232,240,240,240,240,240,240,232,240,240,240,232,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,248,240,240,240,240,240,240,240,240,232,224,216,224,248,184,176,176,120,128,168,136,120,136,96,48,48,96,80,80,64,40,40,56,40,40,88,88,88,88,80,80,80,72,72,80,72,72,56,56,56,48,48,40,
17,224,232,224,232,232,232,232,240,232,224,232,232,232,232,232,232,232,232,232,232,240,240,232,240,232,232,232,232,232,240,232,232,232,240,240,240,240,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,232,232,232,232,224,184,176,176,144,112,160,160,136,128,112,56,40,48,104,88,64,48,48,56,40,40,40,64,88,96,88,88,80,80,88,80,80,80,72,56,56,56,48,40,56,
18,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,240,232,232,240,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,248,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,232,232,216,168,168,152,136,112,160,144,136,120,56,40,48,80,88,72,64,48,48,72,48,40,40,48,64,88,88,88,88,88,80,88,88,80,64,56,64,64,48,48,56,
19,224,232,232,232,232,232,232,232,232,232,232,232,224,232,232,240,240,240,232,232,232,240,232,232,232,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,232,232,224,192,152,152,128,136,152,160,136,120,80,40,48,48,96,96,72,56,40,48,72,48,32,40,48,64,72,96,96,88,88,88,88,88,88,56,56,64,56,48,56,48,
20,232,232,224,232,232,224,232,232,232,232,224,232,240,232,240,240,240,232,232,232,240,240,240,232,240,232,232,232,232,240,232,232,240,232,232,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,224,192,192,160,152,136,120,168,136,136,96,56,48,48,64,104,88,56,56,48,48,80,48,40,40,40,56,64,88,88,96,88,96,88,88,72,64,64,64,56,48,56,48,
21,232,224,232,232,224,232,232,232,232,232,232,232,232,232,232,232,232,232,232,240,240,232,240,232,240,232,240,240,240,240,240,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,248,240,240,248,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,192,176,160,152,128,136,144,144,136,96,64,48,48,64,96,104,80,56,48,48,56,88,48,32,40,40,64,80,88,88,104,96,104,104,88,72,64,72,56,56,56,64,64,
22,232,232,232,232,232,232,232,232,232,232,232,232,232,232,240,240,232,232,232,232,240,240,240,232,232,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,232,248,192,184,168,136,136,136,128,160,160,120,72,48,48,56,64,112,112,72,56,48,48,72,80,48,40,40,48,72,96,96,104,104,104,104,104,88,72,64,64,56,56,64,64,64,
23,232,232,232,232,232,232,232,232,232,232,224,232,232,232,232,232,232,240,232,240,232,240,232,232,240,232,232,232,232,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,248,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,232,248,240,240,240,240,240,240,248,184,184,168,168,144,128,128,144,168,152,96,64,56,48,64,104,120,112,72,56,56,56,80,88,48,40,40,56,80,112,120,112,112,120,112,104,80,72,64,64,56,64,72,64,72,
24,232,224,232,232,232,232,232,240,232,224,232,232,232,232,232,232,232,240,240,240,232,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,248,240,240,240,240,240,240,240,240,248,240,240,240,240,248,240,240,240,240,248,240,240,240,240,240,248,200,184,184,152,152,128,136,136,160,160,120,80,48,56,64,72,112,120,104,64,56,56,64,64,96,48,48,48,56,96,112,120,120,128,128,120,120,72,64,72,72,64,64,72,72,64,
25,224,232,232,232,232,232,232,232,232,232,232,232,240,240,240,232,240,240,240,232,232,240,240,232,232,232,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,248,208,184,160,176,136,136,136,136,136,160,144,96,64,48,56,72,96,112,128,88,48,56,64,72,80,112,56,48,48,64,96,112,120,128,128,120,120,104,72,72,72,64,64,64,72,72,72,
26,224,232,232,232,224,232,232,232,232,232,240,240,232,232,240,240,240,240,240,232,240,232,240,232,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,248,240,240,240,240,240,232,248,240,240,240,248,240,240,240,240,248,248,240,240,240,240,240,240,248,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,184,208,152,152,144,136,136,136,128,144,160,128,88,56,56,56,88,104,112,136,88,56,56,72,72,88,104,56,48,48,64,96,120,120,128,128,128,120,96,80,88,72,56,64,64,72,72,72,
27,224,224,232,232,232,232,232,240,240,232,240,232,232,232,232,240,232,240,232,232,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,248,248,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,248,192,192,184,144,144,120,128,136,136,136,144,160,128,72,72,72,80,112,120,128,128,80,64,64,80,80,104,112,64,48,48,64,96,120,128,136,128,136,128,88,80,80,72,56,64,72,80,80,80,
28,232,232,232,232,240,232,232,232,232,232,232,232,232,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,240,240,248,248,240,248,240,248,240,240,240,240,248,248,248,240,240,240,248,248,240,240,240,240,240,240,248,240,240,240,240,248,216,184,184,168,144,160,112,128,136,128,136,152,160,104,80,56,72,88,120,120,128,112,80,72,72,88,88,96,112,88,56,56,64,96,120,128,136,136,136,112,88,88,80,72,64,80,80,80,72,88,
29,232,240,232,232,232,232,240,240,232,232,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,240,240,240,240,240,248,248,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,248,240,248,248,240,240,240,240,248,240,248,240,240,240,240,240,240,240,240,240,240,240,248,240,248,216,192,168,176,168,120,144,120,136,128,128,144,152,152,104,72,72,80,104,112,120,128,128,80,64,72,88,80,112,120,96,56,64,72,104,128,136,136,136,120,104,88,88,80,64,64,72,80,80,80,80,
30,232,240,224,232,232,232,232,232,232,240,232,240,232,232,232,232,240,232,232,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,248,240,248,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,248,248,248,240,240,248,240,240,240,248,248,240,240,248,240,240,248,240,248,240,240,240,240,240,240,240,248,240,240,240,240,248,160,184,160,152,160,112,136,104,128,120,136,136,144,136,104,80,80,88,120,112,120,128,128,88,64,72,80,80,120,128,104,56,64,72,96,128,128,128,128,128,96,96,88,72,72,72,72,80,80,88,80,
31,232,232,224,224,232,240,232,232,240,240,232,240,232,240,232,240,240,240,240,232,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,248,240,240,240,240,240,240,240,240,240,240,248,248,248,248,240,240,240,240,248,248,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,248,248,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,248,152,176,144,160,160,112,128,112,120,120,128,136,160,128,96,80,88,104,120,128,120,128,136,80,72,72,88,96,112,112,112,80,64,80,96,112,128,128,120,104,96,88,80,80,72,72,80,88,88,88,80,
32,232,240,232,240,240,240,232,232,240,232,240,232,232,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,248,248,248,240,240,240,248,240,240,240,240,240,240,240,248,240,240,240,248,248,248,240,248,240,240,248,240,248,240,240,248,240,240,240,232,240,240,240,248,216,144,160,136,144,144,104,112,96,128,120,128,128,152,136,104,88,96,104,120,120,120,136,112,80,72,72,80,96,120,112,112,104,72,80,88,96,120,136,96,104,96,96,88,80,80,80,88,88,96,88,80,
33,232,232,232,232,232,232,240,240,240,240,240,240,240,232,232,232,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,248,240,240,240,240,240,240,248,240,240,240,240,240,240,248,240,240,248,248,240,248,240,248,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,216,152,144,128,136,136,104,120,96,128,128,136,128,152,136,104,96,104,104,128,128,136,128,128,88,72,72,80,96,120,120,120,112,72,72,80,88,120,96,96,96,96,88,80,80,72,80,96,96,96,88,88,
34,224,224,232,232,232,232,232,232,232,240,232,232,240,240,232,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,248,240,240,240,240,248,240,240,240,240,240,240,248,240,240,240,248,248,240,248,240,240,240,240,240,248,240,248,240,240,240,240,240,240,240,240,240,248,248,240,248,240,240,240,248,240,248,248,240,240,232,248,208,192,176,128,136,112,120,96,112,104,112,128,128,128,160,136,120,104,104,104,120,128,128,120,128,88,72,72,72,104,120,120,120,112,80,72,80,104,104,96,88,96,104,96,80,88,88,96,96,96,88,88,80,
35,224,232,232,232,240,232,232,232,240,232,232,232,240,240,240,240,240,240,232,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,240,240,240,248,240,240,248,240,240,240,248,240,240,240,240,240,240,248,248,240,248,240,248,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,248,240,240,248,240,248,240,240,240,240,248,240,240,240,240,240,248,216,224,168,160,128,112,120,112,104,104,104,88,128,128,144,152,136,112,112,104,120,128,120,120,128,120,96,80,64,80,88,112,128,120,120,80,72,88,88,88,88,88,96,96,88,80,80,80,96,96,96,88,88,80,
36,232,240,232,232,232,240,232,232,232,240,240,240,240,240,240,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,248,248,240,240,240,240,240,240,240,240,248,240,248,240,240,240,240,240,240,248,240,248,248,240,248,240,240,248,240,240,248,240,240,240,248,240,248,248,248,240,240,240,248,248,240,240,240,248,232,208,184,176,160,144,112,112,96,104,96,104,96,128,120,144,152,136,120,112,104,112,128,112,120,128,120,104,88,72,80,80,96,136,136,120,88,96,88,88,88,88,88,96,96,80,80,88,96,96,104,96,88,88,88,
37,232,240,232,232,240,240,240,232,232,240,232,232,232,240,232,232,232,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,248,248,240,240,240,248,240,240,240,248,248,248,240,248,240,240,240,240,240,248,248,240,248,248,240,240,248,240,248,240,240,248,240,240,240,248,248,248,248,240,240,248,240,240,240,240,240,240,248,216,208,192,168,160,152,120,104,104,96,96,96,80,128,120,144,144,128,128,120,112,128,128,128,112,128,128,104,96,80,80,88,88,128,128,112,96,88,96,96,88,88,88,96,104,88,80,72,104,104,96,104,104,96,88,
38,232,232,232,240,240,232,232,232,232,232,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,248,240,248,240,248,248,240,240,248,248,240,248,240,240,240,248,240,240,240,240,240,248,248,240,240,248,240,240,240,240,240,248,248,248,240,240,240,240,248,240,240,240,240,248,240,248,248,248,248,248,240,240,240,240,240,248,248,208,192,184,168,152,128,128,120,96,96,88,96,96,128,112,136,144,144,128,112,112,120,128,120,120,128,136,112,104,88,88,88,96,104,112,96,96,88,96,88,96,96,96,104,88,88,88,96,96,104,96,104,96,88,96,
39,232,232,232,232,240,232,240,240,232,232,240,240,240,240,240,240,240,232,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,248,248,240,248,240,240,240,248,248,248,248,248,240,240,248,248,248,248,248,248,240,248,240,240,240,240,248,240,248,240,248,240,240,240,240,248,240,240,248,240,240,248,248,240,248,240,248,240,240,248,248,240,240,240,248,248,248,248,248,216,200,160,168,152,152,128,120,112,88,88,80,80,88,136,128,136,128,136,136,120,120,128,128,120,120,128,136,120,104,80,88,88,96,104,104,96,96,88,88,88,88,88,112,112,88,80,96,96,104,104,96,96,96,96,96,
40,232,232,232,240,240,232,240,232,240,232,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,240,240,240,240,240,240,240,240,240,240,240,248,248,248,248,240,248,248,240,248,248,248,248,248,240,240,240,248,240,240,248,248,248,240,248,240,248,240,248,248,248,248,240,240,248,248,248,240,240,248,240,240,240,240,240,240,248,248,232,216,192,176,152,144,144,136,120,120,104,88,88,72,88,112,112,136,144,144,136,128,128,120,128,120,120,136,144,128,112,96,88,88,88,96,104,96,96,96,104,96,96,104,120,104,96,88,96,112,112,104,96,96,96,104,104,
41,224,232,232,232,232,240,232,232,240,232,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,248,240,240,240,248,248,240,240,248,248,240,248,248,240,240,240,240,240,240,248,248,240,248,240,240,248,248,248,240,248,248,248,240,240,248,248,248,248,248,240,248,240,240,248,248,248,240,248,240,248,240,240,240,240,240,248,248,184,200,176,168,160,136,128,128,120,104,104,104,88,80,80,96,112,120,152,136,128,120,128,120,120,112,120,128,136,128,120,104,96,88,88,96,112,120,112,104,96,104,112,120,120,104,96,88,96,112,104,104,104,96,96,96,96,
42,240,232,232,232,240,240,232,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,248,240,240,240,248,240,240,248,240,248,240,248,248,248,240,240,248,240,248,240,248,248,240,240,248,248,248,240,248,248,248,240,240,248,248,248,240,240,248,248,248,248,240,248,248,248,248,248,248,248,248,240,240,240,248,248,248,184,168,160,144,136,128,128,112,112,104,96,88,80,72,80,112,112,144,136,128,128,120,120,112,120,120,120,144,128,128,104,96,88,88,88,104,120,128,112,104,112,112,120,112,112,96,96,104,112,104,104,104,104,104,104,104,
43,232,232,232,232,232,232,232,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,248,240,240,240,248,248,248,240,240,248,248,248,248,248,240,248,240,248,240,240,240,240,240,248,240,248,248,240,240,240,248,248,248,240,248,248,248,248,248,240,240,248,248,240,240,240,240,248,240,240,248,240,248,248,240,248,248,248,248,248,176,168,144,136,136,120,112,104,96,96,96,88,64,80,96,112,136,136,136,128,120,120,112,128,120,128,144,120,120,104,96,88,88,88,96,136,128,120,112,112,128,120,112,96,96,104,96,104,104,112,120,128,136,136,152,
44,224,232,232,240,232,232,240,232,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,248,240,248,248,240,248,248,240,240,240,248,240,240,240,240,240,248,240,248,248,240,240,240,240,240,248,248,248,240,240,248,248,248,248,240,248,240,240,248,248,248,240,248,240,248,248,240,248,248,248,248,248,248,248,176,152,144,128,112,112,104,96,88,88,80,88,72,96,112,136,136,136,136,128,120,120,128,120,136,144,144,128,112,104,96,96,88,88,120,128,112,112,112,112,120,136,152,168,176,168,176,184,176,168,160,152,160,160,
45,224,232,240,232,240,232,240,232,240,232,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,248,240,240,240,248,240,240,240,248,240,248,248,248,240,240,240,240,240,248,248,240,248,248,248,248,248,248,248,248,240,240,240,240,248,248,248,248,248,240,248,248,248,248,248,248,248,248,248,200,128,128,120,112,104,96,88,88,80,72,72,88,120,128,136,136,120,128,120,128,112,120,136,144,144,136,120,112,96,104,96,104,112,160,168,200,200,200,208,208,208,208,192,192,192,192,168,176,184,168,160,168,
46,232,232,232,232,240,240,232,232,240,232,232,240,232,240,240,240,240,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,248,248,240,240,248,248,248,240,248,248,240,240,240,240,248,240,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,240,240,240,240,248,248,248,240,248,248,248,248,248,248,248,248,248,248,232,200,120,112,112,112,96,88,80,88,80,72,72,104,128,128,144,144,128,128,120,120,128,144,136,136,136,136,152,184,224,240,224,192,200,192,192,200,208,208,208,200,200,200,200,192,184,192,192,176,176,168,152,
47,248,248,248,240,232,240,240,240,232,240,240,240,240,232,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,248,240,240,240,240,240,240,240,240,240,240,240,248,248,248,240,240,240,240,240,240,248,248,248,240,240,240,240,248,248,240,240,248,240,248,248,248,240,248,248,248,248,248,248,248,240,248,240,248,248,248,248,240,240,240,248,248,248,248,248,248,248,248,248,248,248,248,248,240,224,208,192,144,112,104,96,96,88,80,88,88,88,104,152,144,128,128,136,120,136,144,184,232,240,248,216,224,232,240,240,240,216,208,208,216,216,208,208,208,208,200,200,192,192,184,184,184,176,168,168,168,160,
48,208,232,224,232,240,248,232,240,240,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,248,240,240,248,248,240,240,240,240,240,240,240,240,240,240,248,240,248,248,248,248,248,240,248,240,240,248,240,240,248,248,240,248,248,240,240,248,248,240,248,240,248,248,248,240,240,248,248,240,248,248,248,240,248,248,248,240,248,248,248,248,248,248,248,248,248,248,248,240,232,216,208,192,192,144,104,96,104,112,104,104,120,112,128,184,200,232,248,248,248,248,232,232,232,240,232,224,240,240,240,232,224,216,224,216,208,208,200,200,208,208,200,200,192,184,184,184,184,176,168,168,152,152,
49,216,224,216,224,232,240,216,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,248,240,248,248,240,248,240,248,248,248,240,248,248,248,240,240,240,240,240,248,248,248,240,240,248,248,248,240,240,248,248,248,248,248,248,248,248,248,248,248,248,240,248,248,240,240,248,248,240,248,248,248,248,248,248,248,248,248,248,248,248,240,224,208,192,176,168,160,152,120,136,200,240,248,248,248,248,248,232,240,248,248,248,248,240,240,240,240,224,232,232,232,240,240,232,216,216,200,208,208,208,208,200,200,200,184,184,184,176,168,176,160,168,168,160,152,
50,200,192,216,216,224,232,240,248,248,248,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,240,240,240,240,248,248,240,240,248,240,240,240,240,248,240,240,240,248,248,248,248,248,248,248,248,248,248,240,248,248,248,240,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,200,208,200,192,184,168,224,248,248,248,224,248,240,248,248,248,248,248,248,248,248,248,248,248,240,240,232,240,248,232,232,216,232,232,232,224,224,208,208,200,192,200,208,208,192,192,184,184,168,168,168,168,168,168,160,152,160,
51,192,200,216,224,232,240,240,248,248,248,248,240,248,248,248,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,248,240,240,248,240,240,240,240,240,240,240,248,248,240,240,240,248,248,240,240,240,248,240,248,248,240,248,248,240,248,248,248,248,248,248,248,248,248,240,240,248,248,248,248,248,240,248,248,240,248,248,248,248,240,248,248,248,248,248,248,248,248,232,232,224,200,232,248,248,248,240,248,248,248,248,248,240,248,248,248,248,248,248,248,248,248,248,248,240,248,240,240,224,224,224,224,216,224,232,232,216,216,208,192,200,192,184,192,192,192,192,192,184,176,176,168,160,168,168,160,152,160,152,
